,filename,height,width,x1,y1,x2,y2,x3,y3,x4,y4,x1_new,y1_new,x2_new,y2_new,x3_new,y3_new,x4_new,y4_new,resizedfilename
441,D:/generated_image/32893-identifyCardReverse_DSC_0014__5.png,1571,1423,627,117,1266,431,773,1432,139,1137,14,2,28,8,17,29,3,23,32893-identifyCardReverse_DSC_0014__5.png
442,D:/generated_image/32894-identifyCardReverse_DSC_0014__0.png,785,1037,29,77,1033,96,1022,746,0,735,0,3,31,3,31,30,0,29,32894-identifyCardReverse_DSC_0014__0.png
443,D:/generated_image/32894-identifyCardReverse_DSC_0014__1.png,870,1098,89,78,1088,185,1021,832,3,732,2,2,31,6,29,30,0,26,32894-identifyCardReverse_DSC_0014__1.png
444,D:/generated_image/32894-identifyCardReverse_DSC_0014__2.png,949,1151,148,79,1133,272,1010,911,6,722,4,2,31,9,28,30,0,24,32894-identifyCardReverse_DSC_0014__2.png
445,D:/generated_image/32894-identifyCardReverse_DSC_0014__3.png,1020,1196,207,79,1172,358,993,983,9,708,5,2,31,11,26,30,0,22,32894-identifyCardReverse_DSC_0014__3.png
446,D:/generated_image/32894-identifyCardReverse_DSC_0014__4.png,1083,1231,263,77,1200,440,968,1047,11,686,6,2,31,13,25,30,0,20,32894-identifyCardReverse_DSC_0014__4.png
447,D:/generated_image/32894-identifyCardReverse_DSC_0014__5.png,1139,1257,318,77,1220,519,935,1103,14,661,8,2,31,14,23,30,0,18,32894-identifyCardReverse_DSC_0014__5.png
448,D:/generated_image/32896-identifyCardReverse_DSC_0014__0.png,569,984,159,61,900,55,912,532,149,529,5,3,29,3,29,29,4,29,32896-identifyCardReverse_DSC_0014__0.png
449,D:/generated_image/32896-identifyCardReverse_DSC_0014__1.png,651,1027,201,73,939,132,910,609,150,539,6,3,29,6,28,29,4,26,32896-identifyCardReverse_DSC_0014__1.png
450,D:/generated_image/32896-identifyCardReverse_DSC_0014__2.png,728,1062,242,86,972,209,902,681,151,545,7,3,29,9,27,29,4,23,32896-identifyCardReverse_DSC_0014__2.png
451,D:/generated_image/32896-identifyCardReverse_DSC_0014__3.png,800,1089,281,98,997,284,886,748,149,547,8,3,29,11,26,29,4,21,32896-identifyCardReverse_DSC_0014__3.png
452,D:/generated_image/32896-identifyCardReverse_DSC_0014__4.png,865,1108,318,108,1016,356,864,809,148,544,9,3,29,13,24,29,4,20,32896-identifyCardReverse_DSC_0014__4.png
453,D:/generated_image/32896-identifyCardReverse_DSC_0014__5.png,924,1118,352,119,1026,427,835,864,145,538,10,4,29,14,23,29,4,18,32896-identifyCardReverse_DSC_0014__5.png
454,D:/generated_image/32900-identifyCardReverse_DSC_0014__0.png,939,1239,182,154,996,181,1019,692,146,689,4,5,25,6,26,23,3,23,32900-identifyCardReverse_DSC_0014__0.png
455,D:/generated_image/32900-identifyCardReverse_DSC_0014__1.png,1040,1313,248,168,1056,266,1035,777,165,698,6,5,25,8,25,23,4,21,32900-identifyCardReverse_DSC_0014__1.png
456,D:/generated_image/32900-identifyCardReverse_DSC_0014__2.png,1134,1376,312,181,1109,349,1043,856,183,702,7,5,25,9,24,24,4,19,32900-identifyCardReverse_DSC_0014__2.png
457,D:/generated_image/32900-identifyCardReverse_DSC_0014__3.png,1219,1429,374,191,1152,428,1042,927,200,699,8,5,25,11,23,24,4,18,32900-identifyCardReverse_DSC_0014__3.png
458,D:/generated_image/32900-identifyCardReverse_DSC_0014__4.png,1295,1471,432,201,1188,505,1034,993,215,692,9,4,25,12,22,24,4,17,32900-identifyCardReverse_DSC_0014__4.png
459,D:/generated_image/32900-identifyCardReverse_DSC_0014__5.png,1361,1502,488,209,1214,578,1019,1051,229,680,10,4,25,13,21,24,4,15,32900-identifyCardReverse_DSC_0014__5.png
460,D:/generated_image/32901-identifyCardReverse_DSC_0014__0.png,1105,1506,1377,40,1445,1091,54,1020,17,198,29,1,30,31,1,29,0,5,32901-identifyCardReverse_DSC_0014__0.png
461,D:/generated_image/32901-identifyCardReverse_DSC_0014__1.png,1229,1592,1462,159,1439,1211,59,1020,93,197,29,4,28,31,1,26,1,5,32901-identifyCardReverse_DSC_0014__1.png
462,D:/generated_image/32901-identifyCardReverse_DSC_0014__2.png,1344,1666,1536,276,1421,1323,63,1012,169,195,29,6,27,31,1,24,3,4,32901-identifyCardReverse_DSC_0014__2.png
463,D:/generated_image/32901-identifyCardReverse_DSC_0014__3.png,1448,1728,1599,391,1393,1424,68,995,245,191,29,8,25,31,1,21,4,4,32901-identifyCardReverse_DSC_0014__3.png
464,D:/generated_image/32901-identifyCardReverse_DSC_0014__4.png,1541,1776,1649,503,1354,1513,71,971,317,185,29,10,24,31,1,20,5,3,32901-identifyCardReverse_DSC_0014__4.png
465,D:/generated_image/32901-identifyCardReverse_DSC_0014__5.png,1622,1810,1687,611,1304,1592,74,940,388,178,29,12,23,31,1,18,6,3,32901-identifyCardReverse_DSC_0014__5.png
466,D:/generated_image/32902-identifyCardReverse_DSC_0014__0.png,939,1239,56,104,1183,131,1181,849,32,820,1,3,30,4,30,28,0,27,32902-identifyCardReverse_DSC_0014__0.png
467,D:/generated_image/32902-identifyCardReverse_DSC_0014__1.png,1040,1313,127,107,1248,233,1183,948,41,819,3,3,30,7,28,29,0,25,32902-identifyCardReverse_DSC_0014__1.png
468,D:/generated_image/32902-identifyCardReverse_DSC_0014__2.png,1134,1376,197,109,1303,333,1175,1039,49,811,4,3,30,9,27,29,1,22,32902-identifyCardReverse_DSC_0014__2.png
469,D:/generated_image/32902-identifyCardReverse_DSC_0014__3.png,1219,1429,265,110,1347,429,1158,1122,56,796,5,2,30,11,25,29,1,20,32902-identifyCardReverse_DSC_0014__3.png
470,D:/generated_image/32902-identifyCardReverse_DSC_0014__4.png,1295,1471,331,111,1381,523,1133,1197,63,776,7,2,30,12,24,29,1,19,32902-identifyCardReverse_DSC_0014__4.png
471,D:/generated_image/32902-identifyCardReverse_DSC_0014__5.png,1361,1502,395,111,1405,613,1099,1262,71,750,8,2,29,14,23,29,1,17,32902-identifyCardReverse_DSC_0014__5.png
472,D:/generated_image/32904-identifyCardReverse_DSC_0014__0.png,1105,1474,166,176,1382,188,1361,973,142,934,3,5,30,5,29,28,3,27,32904-identifyCardReverse_DSC_0014__0.png
473,D:/generated_image/32904-identifyCardReverse_DSC_0014__1.png,1226,1560,244,189,1454,306,1365,1087,154,942,5,4,29,7,28,28,3,24,32904-identifyCardReverse_DSC_0014__1.png
474,D:/generated_image/32904-identifyCardReverse_DSC_0014__2.png,1337,1635,320,199,1516,421,1358,1192,164,941,6,4,29,10,26,28,3,22,32904-identifyCardReverse_DSC_0014__2.png
475,D:/generated_image/32904-identifyCardReverse_DSC_0014__3.png,1439,1697,394,208,1565,534,1342,1288,174,934,7,4,29,11,25,28,3,20,32904-identifyCardReverse_DSC_0014__3.png
476,D:/generated_image/32904-identifyCardReverse_DSC_0014__4.png,1530,1746,465,217,1604,643,1315,1375,183,920,8,4,29,13,24,28,3,19,32904-identifyCardReverse_DSC_0014__4.png
477,D:/generated_image/32904-identifyCardReverse_DSC_0014__5.png,1608,1782,532,222,1630,747,1278,1450,190,899,9,4,29,14,22,28,3,17,32904-identifyCardReverse_DSC_0014__5.png
478,D:/generated_image/32906-identifyCardReverse_DSC_0014__0.png,1458,1104,53,660,997,673,1016,1310,3,1278,1,14,28,14,29,28,0,28,32906-identifyCardReverse_DSC_0014__0.png
479,D:/generated_image/32906-identifyCardReverse_DSC_0014__1.png,1545,1224,121,659,1060,755,1024,1391,17,1271,3,13,27,15,26,28,0,26,32906-identifyCardReverse_DSC_0014__1.png
480,D:/generated_image/32906-identifyCardReverse_DSC_0014__2.png,1619,1334,187,654,1115,830,1023,1462,31,1254,4,12,26,16,24,28,0,24,32906-identifyCardReverse_DSC_0014__2.png
481,D:/generated_image/32906-identifyCardReverse_DSC_0014__3.png,1681,1435,253,644,1161,900,1015,1521,44,1228,5,12,25,17,22,28,0,23,32906-identifyCardReverse_DSC_0014__3.png
482,D:/generated_image/32906-identifyCardReverse_DSC_0014__4.png,1731,1524,317,629,1199,964,1000,1570,58,1193,6,11,25,17,20,29,1,22,32906-identifyCardReverse_DSC_0014__4.png
483,D:/generated_image/32906-identifyCardReverse_DSC_0014__5.png,1767,1601,377,609,1227,1020,975,1606,70,1148,7,11,24,18,19,29,1,20,32906-identifyCardReverse_DSC_0014__5.png
484,D:/generated_image/32908-identifyCardReverse_DSC_0014__0.png,3044,4019,394,69,2759,236,2633,3756,402,3843,3,0,21,2,20,39,3,40,32908-identifyCardReverse_DSC_0014__0.png
485,D:/generated_image/32909-identifyCardReverse_DSC_0014__0.png,2011,3033,116,161,2878,84,2928,1938,57,1890,1,2,30,1,30,30,0,30,32909-identifyCardReverse_DSC_0014__0.png
486,D:/generated_image/32909-identifyCardReverse_DSC_0014__1.png,2261,3188,273,167,3031,331,2920,2183,63,1885,2,2,30,4,29,30,0,26,32909-identifyCardReverse_DSC_0014__1.png
487,D:/generated_image/32909-identifyCardReverse_DSC_0014__2.png,2495,3318,427,173,3160,577,2888,2411,68,1865,4,2,30,7,27,30,0,23,32909-identifyCardReverse_DSC_0014__2.png
488,D:/generated_image/32909-identifyCardReverse_DSC_0014__3.png,2710,3423,577,177,3265,818,2834,2622,72,1832,5,2,30,9,26,30,0,21,32909-identifyCardReverse_DSC_0014__3.png
489,D:/generated_image/32909-identifyCardReverse_DSC_0014__4.png,2903,3502,724,179,3346,1052,2759,2811,77,1784,6,1,30,11,25,30,0,19,32909-identifyCardReverse_DSC_0014__4.png
490,D:/generated_image/32909-identifyCardReverse_DSC_0014__5.png,3075,3555,865,180,3401,1278,2662,2980,80,1722,7,1,30,13,23,31,0,17,32909-identifyCardReverse_DSC_0014__5.png
491,D:/generated_image/32910-identifyCardReverse_DSC_0014__0.png,1474,1944,186,259,1720,289,1738,1304,96,1235,3,5,28,6,28,28,1,26,32910-identifyCardReverse_DSC_0014__0.png
492,D:/generated_image/32910-identifyCardReverse_DSC_0014__1.png,1633,2060,288,271,1815,434,1743,1448,114,1236,4,5,28,8,27,28,1,24,32910-identifyCardReverse_DSC_0014__1.png
493,D:/generated_image/32910-identifyCardReverse_DSC_0014__2.png,1780,2159,388,282,1894,578,1735,1581,129,1228,5,5,28,10,25,28,1,22,32910-identifyCardReverse_DSC_0014__2.png
494,D:/generated_image/32910-identifyCardReverse_DSC_0014__3.png,1914,2242,485,291,1960,718,1714,1703,145,1211,6,4,27,12,24,28,2,20,32910-identifyCardReverse_DSC_0014__3.png
495,D:/generated_image/32910-identifyCardReverse_DSC_0014__4.png,2033,2308,579,297,2011,851,1679,1811,160,1184,8,4,27,13,23,28,2,18,32910-identifyCardReverse_DSC_0014__4.png
496,D:/generated_image/32910-identifyCardReverse_DSC_0014__5.png,2136,2357,668,302,2046,978,1632,1906,173,1149,9,4,27,14,22,28,2,17,32910-identifyCardReverse_DSC_0014__5.png
497,D:/generated_image/32912-identifyCardReverse_DSC_0014__0.png,833,1294,39,20,1276,37,1262,819,21,799,0,0,31,1,31,31,0,30,32912-identifyCardReverse_DSC_0014__0.png
498,D:/generated_image/32912-identifyCardReverse_DSC_0014__1.png,940,1358,108,22,1339,148,1256,925,22,797,2,0,31,5,29,31,0,27,32912-identifyCardReverse_DSC_0014__1.png
499,D:/generated_image/32912-identifyCardReverse_DSC_0014__2.png,1040,1412,176,24,1391,257,1241,1024,23,788,3,0,31,7,28,31,0,24,32912-identifyCardReverse_DSC_0014__2.png
500,D:/generated_image/32912-identifyCardReverse_DSC_0014__3.png,1132,1454,243,26,1433,363,1216,1115,23,773,5,0,31,10,26,31,0,21,32912-identifyCardReverse_DSC_0014__3.png
501,D:/generated_image/32912-identifyCardReverse_DSC_0014__4.png,1216,1486,308,28,1464,468,1182,1197,23,753,6,0,31,12,25,31,0,19,32912-identifyCardReverse_DSC_0014__4.png
502,D:/generated_image/32912-identifyCardReverse_DSC_0014__5.png,1290,1506,370,29,1483,568,1139,1270,24,727,7,0,31,14,24,31,0,18,32912-identifyCardReverse_DSC_0014__5.png
503,D:/generated_image/32913-identifyCardReverse_DSC_0014__0.png,1296,982,176,3,906,55,919,1223,144,1244,5,0,29,1,29,30,4,30,32913-identifyCardReverse_DSC_0014__0.png
504,D:/generated_image/32913-identifyCardReverse_DSC_0014__1.png,1373,1088,286,16,1009,131,920,1296,146,1249,8,0,29,3,27,30,4,29,32913-identifyCardReverse_DSC_0014__1.png
505,D:/generated_image/32913-identifyCardReverse_DSC_0014__2.png,1439,1186,395,29,1105,207,914,1360,148,1245,10,0,29,4,24,30,3,27,32913-identifyCardReverse_DSC_0014__2.png
506,D:/generated_image/32913-identifyCardReverse_DSC_0014__3.png,1495,1275,500,42,1191,281,901,1413,148,1232,12,0,29,6,22,30,3,26,32913-identifyCardReverse_DSC_0014__3.png
507,D:/generated_image/32913-identifyCardReverse_DSC_0014__4.png,1539,1354,602,55,1270,354,882,1456,147,1210,14,1,30,7,20,30,3,25,32913-identifyCardReverse_DSC_0014__4.png
508,D:/generated_image/32913-identifyCardReverse_DSC_0014__5.png,1571,1423,698,67,1338,423,855,1487,145,1178,15,1,30,8,19,30,3,23,32913-identifyCardReverse_DSC_0014__5.png
509,D:/generated_image/32918-identifyCardReverse_DSC_0014__0.png,516,702,62,58,648,73,642,442,51,434,2,3,29,4,29,27,2,26,32918-identifyCardReverse_DSC_0014__0.png
510,D:/generated_image/32918-identifyCardReverse_DSC_0014__1.png,573,742,100,62,683,127,645,494,57,435,4,3,29,7,27,27,2,24,32918-identifyCardReverse_DSC_0014__1.png
511,D:/generated_image/32918-identifyCardReverse_DSC_0014__2.png,627,777,138,66,713,182,643,544,62,434,5,3,29,9,26,27,2,22,32918-identifyCardReverse_DSC_0014__2.png
512,D:/generated_image/32918-identifyCardReverse_DSC_0014__3.png,675,806,176,69,738,235,637,590,68,430,6,3,29,11,25,27,2,20,32918-identifyCardReverse_DSC_0014__3.png
513,D:/generated_image/32918-identifyCardReverse_DSC_0014__4.png,719,828,211,72,756,287,625,631,72,422,8,3,29,12,24,28,2,18,32918-identifyCardReverse_DSC_0014__4.png
514,D:/generated_image/32918-identifyCardReverse_DSC_0014__5.png,757,844,245,75,769,336,608,668,76,411,9,3,29,14,23,28,2,17,32918-identifyCardReverse_DSC_0014__5.png
515,D:/generated_image/32919-identifyCardReverse_DSC_0014__0.png,773,1187,14,4,1171,39,1165,747,8,747,0,0,31,1,31,30,0,30,32919-identifyCardReverse_DSC_0014__0.png
516,D:/generated_image/32919-identifyCardReverse_DSC_0014__1.png,871,1247,80,4,1229,139,1162,844,9,744,2,0,31,5,29,31,0,27,32919-identifyCardReverse_DSC_0014__1.png
517,D:/generated_image/32919-identifyCardReverse_DSC_0014__2.png,963,1297,144,5,1277,239,1149,936,9,735,3,0,31,7,28,31,0,24,32919-identifyCardReverse_DSC_0014__2.png
518,D:/generated_image/32919-identifyCardReverse_DSC_0014__3.png,1047,1337,208,4,1316,337,1127,1019,9,720,4,0,31,10,26,31,0,22,32919-identifyCardReverse_DSC_0014__3.png
519,D:/generated_image/32919-identifyCardReverse_DSC_0014__4.png,1124,1366,270,5,1345,433,1097,1097,10,701,6,0,31,12,25,31,0,19,32919-identifyCardReverse_DSC_0014__4.png
520,D:/generated_image/32919-identifyCardReverse_DSC_0014__5.png,1191,1386,330,4,1364,524,1059,1164,10,675,7,0,31,14,24,31,0,18,32919-identifyCardReverse_DSC_0014__5.png
521,D:/generated_image/32923-identifyCardReverse_DSC_0014__0.png,425,555,72,73,496,75,510,344,64,352,4,5,28,5,29,25,3,26,32923-identifyCardReverse_DSC_0014__0.png
522,D:/generated_image/32923-identifyCardReverse_DSC_0014__1.png,471,588,102,79,524,118,515,386,70,356,5,5,28,8,28,26,3,24,32923-identifyCardReverse_DSC_0014__1.png
523,D:/generated_image/32923-identifyCardReverse_DSC_0014__2.png,512,617,130,83,547,159,515,426,74,357,6,5,28,9,26,26,3,22,32923-identifyCardReverse_DSC_0014__2.png
524,D:/generated_image/32923-identifyCardReverse_DSC_0014__3.png,550,641,158,87,567,200,511,463,78,355,7,5,28,11,25,26,3,20,32923-identifyCardReverse_DSC_0014__3.png
525,D:/generated_image/32923-identifyCardReverse_DSC_0014__4.png,584,660,185,91,583,239,504,496,82,350,8,4,28,13,24,27,3,19,32923-identifyCardReverse_DSC_0014__4.png
526,D:/generated_image/32923-identifyCardReverse_DSC_0014__5.png,614,674,210,94,593,276,493,525,85,343,9,4,28,14,23,27,4,17,32923-identifyCardReverse_DSC_0014__5.png
527,D:/generated_image/32928-identifyCardReverse_DSC_0014__0.png,1296,982,117,49,879,33,858,1249,109,1224,3,1,28,0,27,30,3,30,32928-identifyCardReverse_DSC_0014__0.png
528,D:/generated_image/32928-identifyCardReverse_DSC_0014__1.png,1373,1088,224,57,984,107,857,1317,114,1226,6,1,28,2,25,30,3,28,32928-identifyCardReverse_DSC_0014__1.png
529,D:/generated_image/32928-identifyCardReverse_DSC_0014__2.png,1439,1186,329,64,1082,181,850,1375,117,1220,8,1,29,4,22,30,3,27,32928-identifyCardReverse_DSC_0014__2.png
530,D:/generated_image/32928-identifyCardReverse_DSC_0014__3.png,1495,1275,431,71,1171,254,836,1423,119,1204,10,1,29,5,20,30,2,25,32928-identifyCardReverse_DSC_0014__3.png
531,D:/generated_image/32928-identifyCardReverse_DSC_0014__4.png,1539,1354,531,78,1252,324,816,1459,121,1179,12,1,29,6,19,30,2,24,32928-identifyCardReverse_DSC_0014__4.png
532,D:/generated_image/32928-identifyCardReverse_DSC_0014__5.png,1571,1423,625,84,1323,392,789,1485,122,1145,14,1,29,7,17,30,2,23,32928-identifyCardReverse_DSC_0014__5.png
533,D:/generated_image/32930-identifyCardReverse_DSC_0014__0.png,3093,4084,1891,538,3287,549,3262,2754,1860,2745,14,5,25,5,25,28,14,28,32930-identifyCardReverse_DSC_0014__0.png
534,D:/generated_image/32931-identifyCardReverse_DSC_0014__0.png,982,1296,301,271,1208,286,1216,872,275,851,7,8,29,9,30,28,6,27,32931-identifyCardReverse_DSC_0014__0.png
535,D:/generated_image/32931-identifyCardReverse_DSC_0014__1.png,1088,1373,360,295,1262,389,1218,974,283,870,8,8,29,11,28,28,6,25,32931-identifyCardReverse_DSC_0014__1.png
536,D:/generated_image/32931-identifyCardReverse_DSC_0014__2.png,1186,1439,416,316,1306,489,1212,1067,289,883,9,8,29,13,26,28,6,23,32931-identifyCardReverse_DSC_0014__2.png
537,D:/generated_image/32931-identifyCardReverse_DSC_0014__3.png,1275,1495,469,335,1341,584,1197,1153,294,888,10,8,28,14,25,28,6,22,32931-identifyCardReverse_DSC_0014__3.png
538,D:/generated_image/32931-identifyCardReverse_DSC_0014__4.png,1354,1539,519,352,1366,676,1172,1230,295,888,10,8,28,15,24,29,6,20,32931-identifyCardReverse_DSC_0014__4.png
539,D:/generated_image/32931-identifyCardReverse_DSC_0014__5.png,1423,1571,564,365,1379,761,1138,1297,295,879,11,8,28,17,23,29,6,19,32931-identifyCardReverse_DSC_0014__5.png
540,D:/generated_image/32932-identifyCardReverse_DSC_0014__0.png,4213,3192,299,1821,2628,1811,2655,3279,268,3324,2,13,26,13,26,24,2,25,32932-identifyCardReverse_DSC_0014__0.png
541,D:/generated_image/32932-identifyCardReverse_DSC_0014__1.png,4463,3537,501,1834,2822,2028,2721,3492,339,3328,4,13,25,14,24,25,3,23,32932-identifyCardReverse_DSC_0014__1.png
542,D:/generated_image/32932-identifyCardReverse_DSC_0014__2.png,4678,3856,701,1833,2995,2228,2767,3678,409,3307,5,12,24,15,22,25,3,22,32932-identifyCardReverse_DSC_0014__2.png
543,D:/generated_image/32933-identifyCardReverse_DSC_0014__0.png,969,556,65,103,530,90,513,853,51,821,3,3,30,2,29,28,2,27,32933-identifyCardReverse_DSC_0014__0.png
544,D:/generated_image/32933-identifyCardReverse_DSC_0014__1.png,1011,637,139,107,604,134,520,893,62,820,6,3,30,4,26,28,3,25,32933-identifyCardReverse_DSC_0014__1.png
545,D:/generated_image/32933-identifyCardReverse_DSC_0014__2.png,1045,713,213,109,673,178,523,926,74,814,9,3,30,5,23,28,3,24,32933-identifyCardReverse_DSC_0014__2.png
546,D:/generated_image/32933-identifyCardReverse_DSC_0014__3.png,1071,783,284,112,737,220,523,952,84,801,11,3,30,6,21,28,3,23,32933-identifyCardReverse_DSC_0014__3.png
547,D:/generated_image/32933-identifyCardReverse_DSC_0014__4.png,1089,848,355,113,796,260,519,971,95,782,13,3,30,7,19,28,3,22,32933-identifyCardReverse_DSC_0014__4.png
548,D:/generated_image/32933-identifyCardReverse_DSC_0014__5.png,1099,906,421,113,849,299,510,983,104,758,14,3,29,8,18,28,3,22,32933-identifyCardReverse_DSC_0014__5.png
549,D:/generated_image/32934-identifyCardReverse_DSC_0014__0.png,426,647,7,2,643,12,638,424,0,415,0,0,31,0,31,31,0,31,32934-identifyCardReverse_DSC_0014__0.png
550,D:/generated_image/32934-identifyCardReverse_DSC_0014__1.png,479,679,43,1,675,67,634,477,0,412,2,0,31,4,29,31,0,27,32934-identifyCardReverse_DSC_0014__1.png
551,D:/generated_image/32934-identifyCardReverse_DSC_0014__2.png,529,707,79,1,703,122,626,527,0,407,3,0,31,7,28,31,0,24,32934-identifyCardReverse_DSC_0014__2.png
552,D:/generated_image/32934-identifyCardReverse_DSC_0014__3.png,575,729,114,1,725,176,613,572,0,398,5,0,31,9,26,31,0,22,32934-identifyCardReverse_DSC_0014__3.png
553,D:/generated_image/32934-identifyCardReverse_DSC_0014__4.png,616,746,149,2,743,229,596,614,0,387,6,0,31,11,25,31,0,20,32934-identifyCardReverse_DSC_0014__4.png
554,D:/generated_image/32934-identifyCardReverse_DSC_0014__5.png,653,757,181,1,753,279,574,650,0,372,7,0,31,13,24,31,0,18,32934-identifyCardReverse_DSC_0014__5.png
555,D:/generated_image/32937-identifyCardReverse_DSC_0014__0.png,3306,2504,179,1035,2236,1113,2149,2375,176,2288,2,10,28,10,27,22,2,22,32937-identifyCardReverse_DSC_0014__0.png
556,D:/generated_image/32937-identifyCardReverse_DSC_0014__1.png,3502,2775,372,1041,2414,1298,2218,2549,260,2290,4,9,27,11,25,23,2,20,32937-identifyCardReverse_DSC_0014__1.png
557,D:/generated_image/32937-identifyCardReverse_DSC_0014__2.png,3671,3025,563,1040,2575,1474,2270,2702,342,2273,5,9,27,12,24,23,3,19,32937-identifyCardReverse_DSC_0014__2.png
558,D:/generated_image/32937-identifyCardReverse_DSC_0014__3.png,3812,3252,750,1031,2717,1639,2305,2836,422,2241,7,8,26,13,22,23,4,18,32937-identifyCardReverse_DSC_0014__3.png
559,D:/generated_image/32937-identifyCardReverse_DSC_0014__4.png,3924,3455,931,1014,2837,1791,2323,2948,499,2190,8,8,26,14,21,24,4,17,32937-identifyCardReverse_DSC_0014__4.png
560,D:/generated_image/32937-identifyCardReverse_DSC_0014__5.png,4006,3631,1104,989,2935,1929,2322,3037,572,2123,9,7,25,15,20,24,5,16,32937-identifyCardReverse_DSC_0014__5.png
561,D:/generated_image/32938-identifyCardReverse_DSC_0014__0.png,736,1103,65,72,1071,74,1077,714,64,708,1,3,31,3,31,31,1,30,32938-identifyCardReverse_DSC_0014__0.png
562,D:/generated_image/32938-identifyCardReverse_DSC_0014__1.png,828,1160,121,77,1123,166,1073,804,66,710,3,2,30,6,29,31,1,27,32938-identifyCardReverse_DSC_0014__1.png
563,D:/generated_image/32938-identifyCardReverse_DSC_0014__2.png,912,1207,175,80,1166,256,1060,888,65,706,4,2,30,8,28,31,1,24,32938-identifyCardReverse_DSC_0014__2.png
564,D:/generated_image/32938-identifyCardReverse_DSC_0014__3.png,990,1246,230,83,1201,345,1041,965,65,697,5,2,30,11,26,31,1,22,32938-identifyCardReverse_DSC_0014__3.png
565,D:/generated_image/32938-identifyCardReverse_DSC_0014__4.png,1061,1275,281,85,1226,431,1012,1035,63,683,7,2,30,12,25,31,1,20,32938-identifyCardReverse_DSC_0014__4.png
566,D:/generated_image/32938-identifyCardReverse_DSC_0014__5.png,1123,1295,332,87,1243,514,977,1097,62,663,8,2,30,14,24,31,1,18,32938-identifyCardReverse_DSC_0014__5.png
567,D:/generated_image/32940-identifyCardReverse_DSC_0014__0.png,3093,4084,101,373,3937,466,3918,2855,48,2830,0,3,30,4,30,29,0,29,32940-identifyCardReverse_DSC_0014__0.png
568,D:/generated_image/32941-identifyCardReverse_DSC_0014__0.png,982,1296,194,191,1123,196,1138,792,171,787,4,6,27,6,28,25,4,25,32941-identifyCardReverse_DSC_0014__0.png
569,D:/generated_image/32941-identifyCardReverse_DSC_0014__1.png,1088,1373,260,205,1185,291,1148,887,185,797,6,6,27,8,26,26,4,23,32941-identifyCardReverse_DSC_0014__1.png
570,D:/generated_image/32941-identifyCardReverse_DSC_0014__2.png,1186,1439,324,218,1238,385,1149,975,198,802,7,5,27,10,25,26,4,21,32941-identifyCardReverse_DSC_0014__2.png
571,D:/generated_image/32941-identifyCardReverse_DSC_0014__3.png,1275,1495,386,229,1282,475,1143,1055,210,800,8,5,27,11,24,26,4,20,32941-identifyCardReverse_DSC_0014__3.png
572,D:/generated_image/32941-identifyCardReverse_DSC_0014__4.png,1354,1539,445,239,1316,562,1127,1128,220,792,9,5,27,13,23,26,4,18,32941-identifyCardReverse_DSC_0014__4.png
573,D:/generated_image/32941-identifyCardReverse_DSC_0014__5.png,1423,1571,500,247,1340,644,1102,1191,228,778,10,5,27,14,22,26,4,17,32941-identifyCardReverse_DSC_0014__5.png
574,D:/generated_image/32944-identifyCardReverse_DSC_0014__0.png,807,463,48,83,411,95,389,651,43,644,3,3,28,3,26,25,2,25,32944-identifyCardReverse_DSC_0014__0.png
575,D:/generated_image/32944-identifyCardReverse_DSC_0014__1.png,842,531,111,86,471,130,401,682,57,645,6,3,28,4,24,25,3,24,32944-identifyCardReverse_DSC_0014__1.png
576,D:/generated_image/32944-identifyCardReverse_DSC_0014__2.png,871,594,172,88,528,163,410,707,70,640,9,3,28,5,22,25,3,23,32944-identifyCardReverse_DSC_0014__2.png
577,D:/generated_image/32944-identifyCardReverse_DSC_0014__3.png,893,653,232,90,580,195,414,727,82,630,11,3,28,6,20,26,4,22,32944-identifyCardReverse_DSC_0014__3.png
578,D:/generated_image/32944-identifyCardReverse_DSC_0014__4.png,908,706,291,91,628,226,417,742,94,616,13,3,28,7,18,26,4,21,32944-identifyCardReverse_DSC_0014__4.png
579,D:/generated_image/32944-identifyCardReverse_DSC_0014__5.png,916,755,347,91,671,255,415,750,105,597,14,3,28,8,17,26,4,20,32944-identifyCardReverse_DSC_0014__5.png
580,D:/generated_image/32952-identifyCardReverse_DSC_0014__0.png,982,1296,308,83,841,90,816,932,288,918,7,2,20,2,20,30,7,29,32952-identifyCardReverse_DSC_0014__0.png
581,D:/generated_image/32952-identifyCardReverse_DSC_0014__1.png,1088,1373,382,108,913,161,815,997,290,938,8,3,21,4,18,29,6,27,32952-identifyCardReverse_DSC_0014__1.png
582,D:/generated_image/32952-identifyCardReverse_DSC_0014__2.png,1186,1439,455,132,978,231,808,1056,290,951,10,3,21,6,17,28,6,25,32952-identifyCardReverse_DSC_0014__2.png
583,D:/generated_image/32952-identifyCardReverse_DSC_0014__3.png,1275,1495,524,155,1037,299,795,1106,289,956,11,3,22,7,17,27,6,23,32952-identifyCardReverse_DSC_0014__3.png
584,D:/generated_image/32952-identifyCardReverse_DSC_0014__4.png,1354,1539,589,177,1087,366,776,1148,284,955,12,4,22,8,16,27,5,22,32952-identifyCardReverse_DSC_0014__4.png
585,D:/generated_image/32952-identifyCardReverse_DSC_0014__5.png,1423,1571,649,198,1129,429,752,1181,278,946,13,4,22,9,15,26,5,21,32952-identifyCardReverse_DSC_0014__5.png
